city_ascii,country,region,latitude,longitude,population,iso2,iso3,admin_name,city
Ciudad General Belgrano,Argentina,South/Latin America ,-34.7261,-58.5289,92957,AR,ARG,Buenos Aires,Ciudad General Belgrano
San Francisco Solano,Argentina,South/Latin America ,-34.7667,-58.3167,91322,AR,ARG,Buenos Aires,San Francisco Solano
Rio Gallegos,Argentina,South/Latin America ,-51.6333,-69.2333,95796,AR,ARG,Santa Cruz,Río Gallegos
Monte Chingolo,Argentina,South/Latin America ,-34.7333,-58.35,85060,AR,ARG,Buenos Aires,Monte Chingolo
Remedios de Escalada,Argentina,South/Latin America ,-34.7167,-58.4,81465,AR,ARG,Buenos Aires,Remedios de Escalada
Ezpeleta,Argentina,South/Latin America ,-34.7517,-58.2344,79557,AR,ARG,Buenos Aires,Ezpeleta
Lomas del Mirador,Argentina,South/Latin America ,-34.6667,-58.5297,71479,AR,ARG,Buenos Aires,Lomas del Mirador
Bella Vista,Argentina,South/Latin America ,-34.5333,-58.6667,72000,AR,ARG,Buenos Aires,Bella Vista
Wilde,Argentina,South/Latin America ,-34.7,-58.3167,65881,AR,ARG,Buenos Aires,Wilde
Villa Dominico,Argentina,South/Latin America ,-34.6917,-58.3333,62315,AR,ARG,Buenos Aires,Villa Domínico
Los Polvorines,Argentina,South/Latin America ,-34.5,-58.7,60867,AR,ARG,Buenos Aires,Los Polvorines
Rafael Calzada,Argentina,South/Latin America ,-34.7833,-58.3667,57351,AR,ARG,Buenos Aires,Rafael Calzada
Viedma,Argentina,South/Latin America ,-40.8,-63,59122,AR,ARG,Río Negro,Viedma
Ushuaia,Argentina,South/Latin America ,-54.8072,-68.3044,56956,AR,ARG,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia
Florida,Argentina,South/Latin America ,-34.5167,-58.5,48158,AR,ARG,Buenos Aires,Florida
Longchamps,Argentina,South/Latin America ,-34.8596,-58.387,47622,AR,ARG,Buenos Aires,Longchamps
La Reja,Argentina,South/Latin America ,-34.6394,-58.8283,47839,AR,ARG,Buenos Aires,La Reja
Villa Alsina,Argentina,South/Latin America ,-34.6667,-58.4167,41155,AR,ARG,Buenos Aires,Villa Alsina
San Isidro,Argentina,South/Latin America ,-34.4667,-58.5167,43595,AR,ARG,Buenos Aires,San Isidro
Jose Marmol,Argentina,South/Latin America ,-34.7833,-58.3667,41109,AR,ARG,Buenos Aires,José Mármol
Haedo,Argentina,South/Latin America ,-34.65,-58.6,37745,AR,ARG,Buenos Aires,Haedo
Munro,Argentina,South/Latin America ,-34.5333,-58.5167,35844,AR,ARG,Buenos Aires,Munro
Dock Sur,Argentina,South/Latin America ,-34.6417,-58.3478,35897,AR,ARG,Buenos Aires,Dock Sur
Villa Adelina,Argentina,South/Latin America ,-34.5175,-58.5475,35307,AR,ARG,Buenos Aires,Villa Adelina
Villa Celina,Argentina,South/Latin America ,-34.7006,-58.4825,30000,AR,ARG,"Buenos Aires, Ciudad Autónoma de",Villa Celina
Adrogue,Argentina,South/Latin America ,-34.8,-58.3833,28265,AR,ARG,Buenos Aires,Adrogue
Rawson,Argentina,South/Latin America ,-43.3,-65.1,31787,AR,ARG,Chubut,Rawson
Avellaneda,Argentina,South/Latin America ,-34.6625,-58.3678,24313,AR,ARG,Buenos Aires,Avellaneda
Vicente Lopez,Argentina,South/Latin America ,-34.5333,-58.475,22419,AR,ARG,Buenos Aires,Vicente López
Tapiales,Argentina,South/Latin America ,-34.7058,-58.5047,23586,AR,ARG,Buenos Aires,Tapiales
Don Bosco,Argentina,South/Latin America ,-34.7,-58.2833,20876,AR,ARG,Buenos Aires,Don Bosco
Villa Sarmiento,Argentina,South/Latin America ,-34.6333,-58.5667,17481,AR,ARG,Buenos Aires,Villa Sarmiento
Aldo Bonzi,Argentina,South/Latin America ,-34.7083,-58.5181,18175,AR,ARG,Buenos Aires,Aldo Bonzi
Zarate,Argentina,South/Latin America ,-34.0833,-59.0333,98522,AR,ARG,Buenos Aires,Zárate
Trelew,Argentina,South/Latin America ,-43.2533,-65.3094,93442,AR,ARG,Chubut,Trelew
Rafaela,Argentina,South/Latin America ,-31.2667,-61.4833,92945,AR,ARG,Santa Fe,Rafaela
Pergamino,Argentina,South/Latin America ,-33.8836,-60.5669,87652,AR,ARG,Buenos Aires,Pergamino
Campana,Argentina,South/Latin America ,-34.1667,-58.9167,86860,AR,ARG,Buenos Aires,Campana
Olavarria,Argentina,South/Latin America ,-36.9,-60.3333,86320,AR,ARG,Buenos Aires,Olavarría
Junin,Argentina,South/Latin America ,-34.5939,-60.9464,85007,AR,ARG,Buenos Aires,Junín
Pilar,Argentina,South/Latin America ,-34.4588,-58.9142,81120,AR,ARG,Buenos Aires,Pilar
Presidencia Roque Saenz Pena,Argentina,South/Latin America ,-26.7833,-60.45,81879,AR,ARG,Chaco,Presidencia Roque Sáenz Peña
Lujan,Argentina,South/Latin America ,-34.5796,-59.11,81749,AR,ARG,Buenos Aires,Luján
Gobernador Galvez,Argentina,South/Latin America ,-33.0251,-60.6337,80769,AR,ARG,Santa Fe,Gobernador Gálvez
Necochea,Argentina,South/Latin America ,-38.56,-58.75,80478,AR,ARG,Buenos Aires,Necochea
Villa Maria,Argentina,South/Latin America ,-32.4103,-63.2314,79356,AR,ARG,Córdoba,Villa María
Venado Tuerto,Argentina,South/Latin America ,-33.75,-61.9667,76432,AR,ARG,Santa Fe,Venado Tuerto
San Ramon de la Nueva Oran,Argentina,South/Latin America ,-23.1361,-64.3222,74059,AR,ARG,Salta,San Ramón de la Nueva Orán
Concepcion del Uruguay,Argentina,South/Latin America ,-32.4833,-58.2333,72528,AR,ARG,Entre Ríos,Concepción del Uruguay
Goya,Argentina,South/Latin America ,-29.1333,-59.25,72304,AR,ARG,Corrientes,Goya
Reconquista,Argentina,South/Latin America ,-29.1443,-59.6438,70549,AR,ARG,Santa Fe,Reconquista
Las Heras,Argentina,South/Latin America ,-32.825,-68.8017,66663,AR,ARG,Mendoza,Las Heras
Obera,Argentina,South/Latin America ,-27.4833,-55.1333,66112,AR,ARG,Misiones,Oberá
Villa Carlos Paz,Argentina,South/Latin America ,-31.4,-64.5167,62423,AR,ARG,Córdoba,Villa Carlos Paz
San Francisco,Argentina,South/Latin America ,-31.4356,-62.0714,62000,AR,ARG,Córdoba,San Francisco
Sarandi,Argentina,South/Latin America ,-34.6833,-58.3333,60752,AR,ARG,Buenos Aires,Sarandí
Tartagal,Argentina,South/Latin America ,-22.5,-63.8333,60819,AR,ARG,Salta,Tartagal
Chajari,Argentina,South/Latin America ,-30.7667,-57.9833,60000,AR,ARG,Entre Ríos,Chajarí
San Pedro,Argentina,South/Latin America ,-24.2196,-64.87,58430,AR,ARG,Jujuy,San Pedro
Punta Alta,Argentina,South/Latin America ,-38.88,-62.08,57209,AR,ARG,Buenos Aires,Punta Alta
General Pico,Argentina,South/Latin America ,-35.6667,-63.7333,57029,AR,ARG,La Pampa,General Pico
Azul,Argentina,South/Latin America ,-36.7833,-59.85,55728,AR,ARG,Buenos Aires,Azul
Chivilcoy,Argentina,South/Latin America ,-34.9,-60.0167,54514,AR,ARG,Buenos Aires,Chivilcoy
Guillermo E. Hudson,Argentina,South/Latin America ,-34.7903,-58.1486,52697,AR,ARG,Buenos Aires,Guillermo E. Hudson
Mercedes,Argentina,South/Latin America ,-34.65,-59.4333,52949,AR,ARG,Buenos Aires,Mercedes
Cruz del Eje,Argentina,South/Latin America ,-30.7333,-64.8,52172,AR,ARG,Córdoba,Cruz del Eje
Caleta Olivia,Argentina,South/Latin America ,-46.4333,-67.5333,51733,AR,ARG,Santa Cruz,Caleta Olivia
El Talar de Pacheco,Argentina,South/Latin America ,-34.4719,-58.655,50426,AR,ARG,Buenos Aires,El Talar de Pacheco
Villaguay,Argentina,South/Latin America ,-31.85,-59.0167,49445,AR,ARG,Entre Ríos,Villaguay
Libertador General San Martin,Argentina,South/Latin America ,-23.8,-64.7833,49267,AR,ARG,Jujuy,Libertador General San Martín
Alta Gracia,Argentina,South/Latin America ,-31.6667,-64.4333,48140,AR,ARG,Córdoba,Alta Gracia
San Lorenzo,Argentina,South/Latin America ,-28.12,-58.77,47626,AR,ARG,Corrientes,San Lorenzo
Villa Constitucion,Argentina,South/Latin America ,-33.2333,-60.3333,47374,AR,ARG,Santa Fe,Villa Constitución
Tres Arroyos,Argentina,South/Latin America ,-38.3667,-60.2667,47136,AR,ARG,Buenos Aires,Tres Arroyos
Rio Tercero,Argentina,South/Latin America ,-32.1768,-64.113,46421,AR,ARG,Córdoba,Río Tercero
Pinamar,Argentina,South/Latin America ,-37.1,-56.85,45000,AR,ARG,Buenos Aires,Pinamar
Esperanza,Argentina,South/Latin America ,-31.4167,-60.9333,43300,AR,ARG,Santa Fe,Esperanza
Gualeguay,Argentina,South/Latin America ,-33.15,-59.3167,43009,AR,ARG,Entre Ríos,Gualeguay
Balcarce,Argentina,South/Latin America ,-37.8464,-58.2556,38823,AR,ARG,Buenos Aires,Balcarce
Aristobulo del Valle,Argentina,South/Latin America ,-27.0952,-54.897,38000,AR,ARG,Misiones,Aristóbulo del Valle
Esquel,Argentina,South/Latin America ,-42.9,-71.3167,36687,AR,ARG,"Buenos Aires, Ciudad Autónoma de",Esquel
Nueve de Julio,Argentina,South/Latin America ,-35.45,-60.8833,36494,AR,ARG,Buenos Aires,Nueve de Julio
Cutral-Co,Argentina,South/Latin America ,-38.9333,-69.2333,35465,AR,ARG,Neuquén,Cutral-Có
Casilda,Argentina,South/Latin America ,-33.0442,-61.1681,35058,AR,ARG,Santa Fe,Casilda
Chacabuco,Argentina,South/Latin America ,-34.65,-60.49,34587,AR,ARG,Buenos Aires,Chacabuco
Bell Ville,Argentina,South/Latin America ,-32.6333,-62.6833,33835,AR,ARG,Córdoba,Bell Ville
Chilecito,Argentina,South/Latin America ,-29.1667,-67.5,33724,AR,ARG,La Rioja,Chilecito
Bragado,Argentina,South/Latin America ,-35.1167,-60.5,33222,AR,ARG,Buenos Aires,Bragado
La Calera,Argentina,South/Latin America ,-31.3439,-64.3353,32227,AR,ARG,Córdoba,La Calera
Zapala,Argentina,South/Latin America ,-38.9028,-70.065,32097,AR,ARG,Neuquén,Zapala
Jesus Maria,Argentina,South/Latin America ,-30.9817,-64.0942,31602,AR,ARG,Córdoba,Jesús María
Rio Grande,Argentina,South/Latin America ,-53.7914,-67.699,31095,AR,ARG,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande
Mercedes,Argentina,South/Latin America ,-29.2,-58.0833,30649,AR,ARG,Corrientes,Mercedes
Victoria,Argentina,South/Latin America ,-32.6167,-60.1667,30623,AR,ARG,Entre Ríos,Victoria
Villa Angela,Argentina,South/Latin America ,-27.5833,-60.7167,30051,AR,ARG,Chaco,Villa Ángela
Villa Regina,Argentina,South/Latin America ,-39.1,-67.0667,30028,AR,ARG,Río Negro,Villa Regina
Canada de Gomez,Argentina,South/Latin America ,-32.8167,-61.4,29205,AR,ARG,Santa Fe,Cañada de Gómez
Baradero,Argentina,South/Latin America ,-33.8,-59.5167,28537,AR,ARG,Buenos Aires,Baradero
San Martin de los Andes,Argentina,South/Latin America ,-40.1667,-71.35,27956,AR,ARG,Neuquén,San Martín de los Andes
Marcos Juarez,Argentina,South/Latin America ,-32.7,-62.1,27004,AR,ARG,Córdoba,Marcos Juárez
Dolores,Argentina,South/Latin America ,-36.33,-57.69,25190,AR,ARG,Buenos Aires,Dolores
Colon,Argentina,South/Latin America ,-32.2241,-58.1419,24835,AR,ARG,Entre Ríos,Colón
Lincoln,Argentina,South/Latin America ,-34.85,-61.5167,24798,AR,ARG,Buenos Aires,Lincoln
Coronel Suarez,Argentina,South/Latin America ,-37.4547,-61.9334,23621,AR,ARG,Buenos Aires,Coronel Suárez
Veinticinco de Mayo,Argentina,South/Latin America ,-35.4167,-60.1667,23408,AR,ARG,Buenos Aires,Veinticinco de Mayo
Allen,Argentina,South/Latin America ,-38.9772,-67.8272,22859,AR,ARG,Río Negro,Allen
Tunuyan,Argentina,South/Latin America ,-33.5667,-69.0167,22834,AR,ARG,Mendoza,Tunuyán
Cinco Saltos,Argentina,South/Latin America ,-38.8167,-68.0667,22790,AR,ARG,Río Negro,Cinco Saltos
Dean Funes,Argentina,South/Latin America ,-30.4333,-64.35,21518,AR,ARG,Córdoba,Deán Funes
El Calafate,Argentina,South/Latin America ,-50.3395,-72.2649,21132,AR,ARG,Santa Cruz,El Calafate
Chascomus,Argentina,South/Latin America ,-35.575,-58.0089,21054,AR,ARG,Buenos Aires,Chascomús
Pico Truncado,Argentina,South/Latin America ,-46.8,-67.9667,20889,AR,ARG,Santa Cruz,Pico Truncado
Sunchales,Argentina,South/Latin America ,-30.9442,-61.5614,20537,AR,ARG,Santa Fe,Sunchales
Laboulaye,Argentina,South/Latin America ,-34.1267,-63.3911,20534,AR,ARG,Córdoba,Laboulaye
General Martin Miguel de Guemes,Argentina,South/Latin America ,-24.6667,-65.05,19828,AR,ARG,Salta,General Martín Miguel de Güemes
Rio Segundo,Argentina,South/Latin America ,-31.6501,-63.9116,19713,AR,ARG,Córdoba,Río Segundo
Rufino,Argentina,South/Latin America ,-34.2683,-62.7125,18727,AR,ARG,Santa Fe,Rufino
Charata,Argentina,South/Latin America ,-27.2163,-61.2,18297,AR,ARG,Chaco,Charata
Lobos,Argentina,South/Latin America ,-35.1864,-59.0961,18278,AR,ARG,Buenos Aires,Lobos
General Juan Madariaga,Argentina,South/Latin America ,-37.0167,-57.1333,18089,AR,ARG,Buenos Aires,General Juan Madariaga
Las Heras,Argentina,South/Latin America ,-46.55,-68.95,17821,AR,ARG,Santa Cruz,Las Heras
Santa Elena,Argentina,South/Latin America ,-30.95,-59.8,17791,AR,ARG,Entre Ríos,Santa Elena
Catriel,Argentina,South/Latin America ,-37.8778,-67.7917,17584,AR,ARG,Río Negro,Catriel
Veinticinco de Mayo,Argentina,South/Latin America ,-37.8,-67.6833,17430,AR,ARG,La Pampa,Veinticinco de Mayo
Eldorado,Argentina,South/Latin America ,-26.4,-54.6333,17365,AR,ARG,Misiones,Eldorado
La Falda,Argentina,South/Latin America ,-31.0833,-64.5,16335,AR,ARG,Córdoba,La Falda
San Antonio Oeste,Argentina,South/Latin America ,-40.7333,-64.95,16265,AR,ARG,Río Negro,San Antonio Oeste
Ceres,Argentina,South/Latin America ,-29.8833,-61.95,14499,AR,ARG,Santa Fe,Ceres
Puerto Deseado,Argentina,South/Latin America ,-47.75,-65.9167,14183,AR,ARG,Santa Cruz,Puerto Deseado
Anatuya,Argentina,South/Latin America ,-28.4667,-62.8333,14133,AR,ARG,Santiago del Estero,Añatuya
Mar de Ajo,Argentina,South/Latin America ,-36.7162,-56.6766,13610,AR,ARG,Buenos Aires,Mar de Ajó
La Quiaca,Argentina,South/Latin America ,-22.1056,-65.6,13761,AR,ARG,Jujuy,La Quiaca
Frias,Argentina,South/Latin America ,-28.6496,-65.15,13594,AR,ARG,Santiago del Estero,Frías
Joaquin V. Gonzalez,Argentina,South/Latin America ,-25.0833,-64.1834,13376,AR,ARG,Salta,Joaquín V. González
Malargue,Argentina,South/Latin America ,-35.4745,-69.5853,11847,AR,ARG,Mendoza,Malargüe
Cafayate,Argentina,South/Latin America ,-26.07,-65.98,11785,AR,ARG,Salta,Cafayate
Rio Colorado,Argentina,South/Latin America ,-38.9908,-64.0958,11733,AR,ARG,La Pampa,Río Colorado
Cerrillos,Argentina,South/Latin America ,-24.8996,-65.4833,11498,AR,ARG,Salta,Cerrillos
Coronel Dorrego,Argentina,South/Latin America ,-38.7187,-61.2873,11510,AR,ARG,Buenos Aires,Coronel Dorrego
Monte Quemado,Argentina,South/Latin America ,-25.7996,-62.8666,11387,AR,ARG,Santiago del Estero,Monte Quemado
Humahuaca,Argentina,South/Latin America ,-23.2054,-65.3505,11369,AR,ARG,Jujuy,Humahuaca
Belen,Argentina,South/Latin America ,-27.6496,-67.0333,11359,AR,ARG,Catamarca,Belén
Capilla del Monte,Argentina,South/Latin America ,-30.85,-64.5167,11181,AR,ARG,Córdoba,Capilla del Monte
Benito Juarez,Argentina,South/Latin America ,-37.6655,-59.8,10609,AR,ARG,Buenos Aires,Benito Juárez
Frontera,Argentina,South/Latin America ,-31.4278,-62.0619,10520,AR,ARG,Córdoba,Frontera
Choele Choel,Argentina,South/Latin America ,-39.2858,-65.6542,10146,AR,ARG,Río Negro,Choele Choel
Vera,Argentina,South/Latin America ,-29.4662,-60.2166,9979,AR,ARG,Santa Fe,Vera
San Justo,Argentina,South/Latin America ,-30.7829,-60.5833,9607,AR,ARG,Santa Fe,San Justo
Castelli,Argentina,South/Latin America ,-25.95,-60.6167,9421,AR,ARG,Chaco,Castelli
Chamical,Argentina,South/Latin America ,-30.3496,-66.3167,8989,AR,ARG,La Rioja,Chamical
Yacimiento Rio Turbio,Argentina,South/Latin America ,-51.5333,-72.3,8814,AR,ARG,Santa Cruz,Yacimiento Río Turbio
Jesus Nazareno,Argentina,South/Latin America ,-32.9111,-68.79,6875,AR,ARG,Mendoza,Jesús Nazareno
Chos Malal,Argentina,South/Latin America ,-37.383,-70.2666,8556,AR,ARG,Neuquén,Chos Malal
Mina Clavero,Argentina,South/Latin America ,-31.7239,-65.005,8487,AR,ARG,Córdoba,Mina Clavero
Laprida,Argentina,South/Latin America ,-37.5333,-60.8167,8178,AR,ARG,Buenos Aires,Laprida
Las Lomitas,Argentina,South/Latin America ,-24.7072,-60.5944,7683,AR,ARG,Formosa,Las Lomitas
Carhue,Argentina,South/Latin America ,-37.1829,-62.7333,7190,AR,ARG,Buenos Aires,Carhué
Rinconada,Argentina,South/Latin America ,-22.4403,-66.1672,6692,AR,ARG,Jujuy,Rinconada
Ingeniero Guillermo N. Juarez,Argentina,South/Latin America ,-23.9,-61.85,6453,AR,ARG,Formosa,Ingeniero Guillermo N. Juárez
Ingeniero Jacobacci,Argentina,South/Latin America ,-41.3,-69.5833,6261,AR,ARG,Río Negro,Ingeniero Jacobacci
Chepes,Argentina,South/Latin America ,-31.35,-66.6,6020,AR,ARG,La Rioja,Chepes
San Antonio de los Cobres,Argentina,South/Latin America ,-24.2256,-66.3192,5482,AR,ARG,Salta,San Antonio de los Cobres
Sarmiento,Argentina,South/Latin America ,-45.6,-69.0833,5185,AR,ARG,Chubut,Sarmiento
Perito Moreno,Argentina,South/Latin America ,-46.59,-70.9297,4617,AR,ARG,Santa Cruz,Perito Moreno
Abra Pampa,Argentina,South/Latin America ,-22.7167,-65.7,4480,AR,ARG,Jujuy,Abra Pampa
Victorica,Argentina,South/Latin America ,-36.2163,-65.45,4458,AR,ARG,La Pampa,Victorica
La Paz,Argentina,South/Latin America ,-33.4661,-67.55,4400,AR,ARG,Mendoza,La Paz
Comandante Fontana,Argentina,South/Latin America ,-25.3333,-59.6833,4277,AR,ARG,Formosa,Comandante Fontana
General Conesa,Argentina,South/Latin America ,-40.1,-64.4333,2958,AR,ARG,Río Negro,General Conesa
Pampa del Infierno,Argentina,South/Latin America ,-26.5167,-61.1667,2921,AR,ARG,Chaco,Pampa del Infierno
Chumbicha,Argentina,South/Latin America ,-28.8666,-66.2333,2572,AR,ARG,Catamarca,Chumbicha
Gobernador Gregores,Argentina,South/Latin America ,-48.7666,-70.25,2519,AR,ARG,Santa Cruz,Gobernador Gregores
San Julian,Argentina,South/Latin America ,-49.3,-67.7167,2347,AR,ARG,Santa Cruz,San Julián
Trancas,Argentina,South/Latin America ,-26.2167,-65.2833,1599,AR,ARG,Tucumán,Trancas
Alto Rio Senguer,Argentina,South/Latin America ,-45.0419,-70.8234,1570,AR,ARG,Chubut,Alto Río Senguer
Sierra Colorada,Argentina,South/Latin America ,-40.5829,-67.8,1522,AR,ARG,Río Negro,Sierra Colorada
Las Lajas,Argentina,South/Latin America ,-38.5163,-70.3666,1218,AR,ARG,Neuquén,Las Lajas
Susques,Argentina,South/Latin America ,-23.4006,-66.3672,1093,AR,ARG,Jujuy,Susques
Rodeo,Argentina,South/Latin America ,-30.2156,-69.14,701,AR,ARG,San Juan,Rodeo
Gastre,Argentina,South/Latin America ,-42.2667,-69.2167,602,AR,ARG,Chubut,Gastre
Tinogasta,Argentina,South/Latin America ,-28.0666,-67.5666,587,AR,ARG,Catamarca,Tinogasta
Telsen,Argentina,South/Latin America ,-42.3833,-66.95,544,AR,ARG,Chubut,Telsen
Rio Cuarto,Argentina,South/Latin America ,-33.123,-64.3478,158.298,AR,ARG,Córdoba,Río Cuarto
Pedro Luro,Argentina,South/Latin America ,-39.5,-62.6833,9494,AR,ARG,Buenos Aires,Pedro Luro
General Levalle,Argentina,South/Latin America ,-34.0167,-63.9167,5697,AR,ARG,Córdoba,General Levalle
Veintiocho de Noviembre,Argentina,South/Latin America ,-51.65,-72.3,5300,AR,ARG,Santa Cruz,Veintiocho de Noviembre
El Maiten,Argentina,South/Latin America ,-42.05,-71.1666,4269,AR,ARG,"Buenos Aires, Ciudad Autónoma de",El Maitén
Darregueira,Argentina,South/Latin America ,-37.6996,-63.1666,3412,AR,ARG,Buenos Aires,Darregueira
Villalonga,Argentina,South/Latin America ,-39.8829,-62.5833,2838,AR,ARG,Buenos Aires,Villalonga
Uspallata,Argentina,South/Latin America ,-32.5931,-69.346,2390,AR,ARG,Mendoza,Uspallata
Rio Mayo,Argentina,South/Latin America ,-45.6834,-70.2666,1825,AR,ARG,Chubut,Río Mayo
Villa Rumipal,Argentina,South/Latin America ,-32.1833,-64.4833,1269,AR,ARG,Córdoba,Villa Rumipal
Los Blancos,Argentina,South/Latin America ,-23.5996,-62.6,1145,AR,ARG,Salta,Los Blancos
Comallo,Argentina,South/Latin America ,-41.0333,-70.2666,741,AR,ARG,Río Negro,Comallo
Comandante Luis Piedra Buena,Argentina,South/Latin America ,-49.9745,-68.9035,410,AR,ARG,Santa Cruz,Comandante Luis Piedra Buena
Yerevan,Armenia,Europe ,40.1814,44.5144,1075800,AM,ARM,Yerevan,Yerevan
Gyumri,Armenia,Europe ,40.7833,43.8333,121976,AM,ARM,Shirak,Gyumri
Vanadzor,Armenia,Europe ,40.8128,44.4883,90525,AM,ARM,Lorri,Vanadzor
Kapan,Armenia,Europe ,39.2011,46.415,43190,AM,ARM,Syunik’,Kapan
Armavir,Armenia,Europe ,40.15,44.04,28800,AM,ARM,Armavir,Armavir
Artashat,Armenia,Europe ,39.9539,44.5506,25400,AM,ARM,Ararat,Artashat
Ashtarak,Armenia,Europe ,40.3,44.4,21600,AM,ARM,Aragatsotn,Ashtarak
Gavarr,Armenia,Europe ,40.3667,45.1333,8751,AM,ARM,Geghark’unik’,Gavarr
Yeghegnadzor,Armenia,Europe ,39.7667,45.35,8200,AM,ARM,Vayots’ Dzor,Yeghegnadzor
Hrazdan,Armenia,Europe ,40.5,44.7667,,AM,ARM,Kotayk’,Hrazdan
Ijevan,Armenia,Europe ,40.8788,45.1485,,AM,ARM,Tavush,Ijevan
Ejmiatsin,Armenia,Europe ,40.1728,44.2925,57500,AM,ARM,Armavir,Ejmiatsin
Abovyan,Armenia,Europe ,40.2739,44.6256,44400,AM,ARM,Kotayk’,Abovyan
Ch'arents'avan,Armenia,Europe ,40.4097,44.6431,25039,AM,ARM,Kotayk’,Ch’arents’avan
Step'anavan,Armenia,Europe ,41.0075,44.3867,23782,AM,ARM,Lorri,Step’anavan
Goris,Armenia,Europe ,39.5167,46.3333,20591,AM,ARM,Syunik’,Goris
Dilijan,Armenia,Europe ,40.7408,44.8631,16600,AM,ARM,Tavush,Dilijan
Spitak,Armenia,Europe ,40.8372,44.2675,15000,AM,ARM,Lorri,Spitak
Sisian,Armenia,Europe ,39.5208,46.0322,14894,AM,ARM,Syunik’,Sisian
Alaverdi,Armenia,Europe ,41.095,44.6558,13000,AM,ARM,Lorri,Alaverdi
Vardenis,Armenia,Europe ,40.18,45.72,12363,AM,ARM,Geghark’unik’,Vardenis
Martuni,Armenia,Europe ,40.14,45.3064,11987,AM,ARM,Geghark’unik’,Martuni
Yeghvard,Armenia,Europe ,40.3167,44.4833,10656,AM,ARM,Kotayk’,Yeghvard
Nor Hachn,Armenia,Europe ,40.3,44.58,10198,AM,ARM,Kotayk’,Nor Hachn
Tashir,Armenia,Europe ,41.1144,44.2906,10090,AM,ARM,Lorri,Tashir
Berd,Armenia,Europe ,40.8808,45.3917,9864,AM,ARM,Tavush,Berd
Byureghavan,Armenia,Europe ,40.3147,44.5936,8500,AM,ARM,Kotayk’,Byureghavan
K'ajaran,Armenia,Europe ,39.1511,46.16,7163,AM,ARM,Syunik’,K’ajaran
Chambarak,Armenia,Europe ,40.5931,45.3572,5850,AM,ARM,Geghark’unik’,Chambarak
Noyemberyan,Armenia,Europe ,41.1725,44.9936,5310,AM,ARM,Tavush,Noyemberyan
Oranjestad,Aruba,South/Latin America ,12.5186,-70.0358,34980,AW,ABW,,Oranjestad
Sydney,Australia,Asia & Pacific ,-33.865,151.2094,5312163,AU,AUS,New South Wales,Sydney
Melbourne,Australia,Asia & Pacific ,-37.8136,144.9631,5078193,AU,AUS,Victoria,Melbourne
Brisbane,Australia,Asia & Pacific ,-27.4678,153.0281,2514184,AU,AUS,Queensland,Brisbane
Perth,Australia,Asia & Pacific ,-31.9522,115.8589,2059484,AU,AUS,Western Australia,Perth
Adelaide,Australia,Asia & Pacific ,-34.9289,138.6011,1345777,AU,AUS,South Australia,Adelaide
Canberra,Australia,Asia & Pacific ,-35.2931,149.1269,426704,AU,AUS,Australian Capital Territory,Canberra
Gold Coast,Australia,Asia & Pacific ,-28.0167,153.4,679127,AU,AUS,Queensland,Gold Coast
Newcastle,Australia,Asia & Pacific ,-32.9167,151.75,322278,AU,AUS,New South Wales,Newcastle
Wollongong,Australia,Asia & Pacific ,-34.4331,150.8831,302739,AU,AUS,New South Wales,Wollongong
Geelong,Australia,Asia & Pacific ,-38.15,144.35,263280,AU,AUS,Victoria,Geelong
Hobart,Australia,Asia & Pacific ,-42.8806,147.325,240342,AU,AUS,Tasmania,Hobart
Townsville,Australia,Asia & Pacific ,-19.2564,146.8183,180820,AU,AUS,Queensland,Townsville
Ipswich,Australia,Asia & Pacific ,-27.6167,152.7667,163000,AU,AUS,Queensland,Ipswich
Cairns,Australia,Asia & Pacific ,-16.9303,145.7703,152729,AU,AUS,Queensland,Cairns
Darwin,Australia,Asia & Pacific ,-12.4381,130.8411,136828,AU,AUS,Northern Territory,Darwin
Toowoomba,Australia,Asia & Pacific ,-27.5667,151.95,136861,AU,AUS,Queensland,Toowoomba
Ballarat,Australia,Asia & Pacific ,-37.55,143.85,105471,AU,AUS,Victoria,Ballarat
Caloundra,Australia,Asia & Pacific ,-26.7986,153.1289,41293,AU,AUS,Queensland,Caloundra
Campbelltown,Australia,Asia & Pacific ,-34.0733,150.8261,12566,AU,AUS,New South Wales,Campbelltown
Leopold,Australia,Asia & Pacific ,-38.1892,144.4644,12814,AU,AUS,Victoria,Leopold
Concord,Australia,Asia & Pacific ,-33.8444,151.0903,5914,AU,AUS,New South Wales,Concord
Corinda,Australia,Asia & Pacific ,-27.4833,153.1,11019,AU,AUS,Queensland,Corinda
Wentworthville,Australia,Asia & Pacific ,-33.8233,150.9678,6197,AU,AUS,New South Wales,Wentworthville
Bendigo,Australia,Asia & Pacific ,-36.75,144.2667,99122,AU,AUS,Victoria,Bendigo
Launceston,Australia,Asia & Pacific ,-41.4419,147.145,87328,AU,AUS,Tasmania,Launceston
Mackay,Australia,Asia & Pacific ,-21.1411,149.1861,80148,AU,AUS,Queensland,Mackay
Rockhampton,Australia,Asia & Pacific ,-23.375,150.5117,78592,AU,AUS,Queensland,Rockhampton
Maitland,Australia,Asia & Pacific ,-32.7167,151.55,78015,AU,AUS,New South Wales,Maitland
Bunbury,Australia,Asia & Pacific ,-33.3333,115.6333,74363,AU,AUS,Western Australia,Bunbury
